2.168	9.869232667	161.4	3.125	9.321	1.54	2.181	2.168
2.2	9.869232667	161.4	3.191	9.388	1.571	2.026	2.003
2.4	9.869232667	160.8	3.536	9.753	1.73	1.73	1.652
2.7	9.869232667	159.9	4.013	10.27	1.934	1.757	1.622
3	9.869232667	158.7	4.496	10.8	2.121	1.9	1.683
3.3	9.869232667	157.1	5.051	11.42	2.317	2.225	1.901
3.6	9.869232667	155.3	5.69	12.13	2.524	2.53	2.082
3.9	9.869232667	153.2	6.402	12.93	2.737	2.798	2.207
4.2	9.869232667	150.8	7.177	13.81	2.954	3.045	2.29
4.5	9.869232667	148.2	8.01	14.76	3.172	3.287	2.348
4.8	9.869232667	145.4	8.901	15.78	3.392	3.539	2.391
5	9.869232667	143.3	9.527	16.51	3.54	3.718	2.416
5.1	9.869232667	142.2	9.851	16.88	3.615	3.812	2.428
2.043	11.8430792	163.7	2.867	10.2	1.372	6.543	6.222
2.0475	11.8430792	163.7	2.89	10.22	1.383	5.265	5.08
2.052	11.8430792	163.7	2.912	10.24	1.393	3.986	3.938
2.097	11.8430792	163.7	3.03	10.36	1.45	3.033	3.004
2.142	11.8430792	163.7	3.148	10.48	1.506	2.079	2.069
2.2	11.8430792	163.7	3.256	10.59	1.557	1.853	1.827
2.4	11.8430792	163.1	3.576	10.93	1.707	1.652	1.577
2.7	11.8430792	162.2	4.033	11.43	1.904	1.69	1.567
3	11.8430792	161.1	4.493	11.94	2.085	1.826	1.632
3.3	11.8430792	159.7	5.02	12.54	2.273	2.143	1.855
3.6	11.8430792	158	5.628	13.22	2.473	2.438	2.039
3.9	11.8430792	156.1	6.306	13.99	2.678	2.692	2.167
4.2	11.8430792	154	7.042	14.84	2.886	2.921	2.253
4.5	11.8430792	151.6	7.83	15.74	3.095	3.14	2.312
4.8	11.8430792	149	8.669	16.72	3.305	3.363	2.357
5	11.8430792	147.2	9.256	17.41	3.445	3.518	2.383
5.1	11.8430792	146.2	9.559	17.76	3.516	3.598	2.396
2.017	13.81692573	165.9	2.912	11.35	1.343	6.306	5.938
2.0215	13.81692573	165.9	2.934	11.37	1.354	5.06	4.847
2.026	13.81692573	165.9	2.956	11.39	1.364	3.814	3.755
2.071	13.81692573	165.9	3.069	11.505	1.418	2.899	2.866
2.116	13.81692573	165.9	3.181	11.62	1.472	1.984	1.976
2.2	13.81692573	165.8	3.328	11.77	1.543	1.713	1.685
2.4	13.81692573	165.3	3.624	12.09	1.684	1.605	1.533
2.7	13.81692573	164.4	4.067	12.58	1.878	1.629	1.517
3	13.81692573	163.4	4.507	13.08	2.052	1.76	1.587
3.3	13.81692573	162	5.01	13.65	2.235	2.071	1.813
3.6	13.81692573	160.5	5.592	14.32	2.427	2.358	2
3.9	13.81692573	158.8	6.24	15.06	2.626	2.602	2.13
4.2	13.81692573	156.8	6.944	15.87	2.827	2.818	2.218
4.5	13.81692573	154.6	7.696	16.75	3.028	3.022	2.279
4.8	13.81692573	152.3	8.493	17.69	3.23	3.225	2.326
5	13.81692573	150.6	9.05	18.35	3.364	3.364	2.353
5.1	13.81692573	149.7	9.336	18.69	3.432	3.435	2.366
1.99	15.79077227	167.9	2.966	12.5	1.316	6.103	5.683
1.9945	15.79077227	167.9	2.987	12.515	1.326	4.878	4.633
